# CENSUS TRACT,PRIMARY,OTHER,ALL
# TOTAL,344804,501430,846234
120090628,14,46,60
120090629,2,1,3
120090630,5,1,6
120090631,41,29,70
120090641,40,39,79
120090642,8,5,13
120090643,2,3,5
120090644,2,0,2
120090645,2,3,5
120090646,5,3,8
120090647,26,103,129
120090648,4,27,31
120090649,2,37,39
120090650,0,2,2
120090651,26,16,42
120090652,17,6,23
120090661,14,25,39
120090662,9,10,19
120090663,25,47,72
120090664,9,10,19
120090665,3,7,10
120090666,1,2,3
120090667,7,14,21
120090669,9,18,27
120090671,2,2,4
120090681,15,26,41
120090682,8,11,19
120090683,5,6,11
120090684,2,1,3
120090685,1,4,5
120090686,1,1,2
120090691,1,4,5
120090693,3,7,10
120090694,10,22,32
120090695,10,10,20
120090696,4,7,11
120090697,3,3,6
120090698,5,16,21
120090699,14,13,27
120090701,0,2,2
120090711,1,5,6
120090712,3,1,4
120090713,14,8,22
120110101,14,21,35
120110102,3,2,5
120110103,14,20,34
120110104,16,13,29
120110105,24,33,57
120110106,57,62,119
120110107,4,23,27
120110108,2,6,8
120110109,8,21,29
120110110,9,4,13
120110201,10,6,16
120110202,24,36,60
120110203,120,153,273
120110204,36,71,107
120110205,3,0,3
120110301,5,18,23
120110302,2,0,2
120110303,2,4,6
120110304,1,0,1
120110305,1,4,5
120110306,0,2,2
120110307,14,18,32
120110308,8,21,29
120110309,13,13,26
120110310,10,29,39
120110311,17,16,33
120110312,31,38,69
120110401,13,25,38
120110402,24,83,107
120110403,37,109,146
120110404,15,70,85
120110405,31,59,90
120110406,24,39,63
120110407,5,5,10
120110408,0,2,2
120110409,1,0,1
120110412,1,2,3
120110413,1,1,2
120110415,3,0,3
120110416,4,0,4
120110417,5,2,7
120110418,8,8,16
120110419,12,21,33
120110420,5,38,43
120110421,3,10,13
120110422,13,20,33
120110423,34,59,93
120110424,4,3,7
120110425,2,4,6
120110426,0,4,4
120110427,1,3,4
120110428,0,1,1
120110429,2,1,3
120110430,5,0,5
120110431,5,4,9
120110432,1,2,3
120110433,7,13,20
120110501,6,34,40
120110502,44,90,134
120110503,22,52,74
120110504,1,5,6
120110505,9,12,21
120110506,9,25,34
120110507,1,3,4
120110508,5,10,15
120110509,1,1,2
120110510,8,2,10
120110601,82,121,203
120110602,6,14,20
120110603,5,4,9
120110604,1,4,5
120110605,45,47,92
120110606,70,115,185
120110607,6,7,13
120110608,12,20,32
120110609,3,13,16
120110610,58,76,134
120110611,1,0,1
120110701,2,2,4
120110702,21,44,65
120110703,133,197,330
120110704,20,24,44
120110705,19,21,40
120110706,7,6,13
120110801,5,13,18
120110802,1,2,3
120110803,0,1,1
120110804,12,35,47
120110805,1,2,3
120110901,15,16,31
120110902,10,16,26
120110903,3,6,9
120110904,1,9,10
120110905,46,84,130
120110906,1,0,1
120110907,13,20,33
120110908,35,36,71
120110909,34,90,124
120110910,13,21,34
120110911,2,4,6
120110912,5,0,5
120110913,4,0,4
120110914,1,2,3
120110915,1,2,3
120110916,19,25,44
120110917,6,25,31
120110918,1,0,1
120110919,14,9,23
120110920,4,21,25
120110921,1,8,9
120111001,24,61,85
120111002,6,6,12
120111003,6,7,13
120111005,1,0,1
120111006,0,1,1
120111008,4,2,6
120111101,3,3,6
120111102,0,1,1
120111103,189,196,385
120111104,3,3,6
120111105,2,1,3
120139902,2,0,2
120139903,9,1,10
120150101,3,7,10
120150102,2,5,7
120150103,19,47,66
120150104,25,58,83
120150105,7,5,12
120150201,4,14,18
120150202,5,4,9
120150203,10,8,18
120150204,2,2,4
120150205,7,15,22
120150206,20,44,64
120150207,19,39,58
120150208,1,1,2
120150209,5,12,17
120150210,5,14,19
120150301,0,4,4
120150302,0,2,2
120150303,8,13,21
120150304,4,3,7
120150305,8,5,13
120179801,9,11,20
120179802,2,3,5
120179803,4,23,27
120179804,1,2,3
120179805,16,21,37
120179806,6,12,18
120179807,22,20,42
120179808,0,2,2
120179809,5,8,13
120179810,11,22,33
120179811,2,1,3
120179812,2,1,3
120179813,2,1,3
120179814,6,15,21
120179815,6,11,17
120179816,7,5,12
120179817,4,8,12
120190003,1,2,3
120190301,2,3,5
120190302,1,2,3
120190303,21,15,36
120190304,5,20,25
120190305,19,17,36
120190306,21,11,32
120190307,7,6,13
120190308,21,29,50
120190309,8,8,16
120190311,1,1,2
120190312,1,9,10
120190313,5,5,10
120190314,2,1,3
120210001,26,69,95
120210002,2,12,14
120210003,11,49,60
120210004,19,52,71
120210005,2,18,20
120210006,1,7,8
120210007,0,2,2
120210101,45,62,107
120210102,77,189,266
120210103,4,13,17
120210104,54,66,120
120210105,9,19,28
120210106,23,16,39
120210107,2,6,8
120210108,6,8,14
120210109,19,52,71
120210110,12,19,31
120210111,5,2,7
120210112,2,11,13
120210113,1,0,1
120210114,2,0,2
120210506,2,1,3
120239706,3,5,8
120239902,9,24,33
120239904,6,3,9
120239905,21,26,47
120239907,6,14,20
120239908,0,2,2
120239909,1,3,4
120250002,1,3,4
120250037,2,3,5
120250042,0,5,5
120250091,6,8,14
120250093,0,1,1
120250097,1,3,4
120250102,1,1,2
120279802,14,8,22
120279803,3,7,10
120279804,0,3,3
120299801,4,3,7
120299802,1,0,1
120310002,0,2,2
120310006,7,11,18
120310007,12,22,34
120310008,40,151,191
120310009,2,3,5
120310010,4,1,5
120310012,7,7,14
120310013,0,1,1
120310014,3,2,5
120310015,43,109,152
120310016,10,27,37
120310017,2,10,12
120310018,1,1,2
120310019,3,27,30
120310020,54,116,170
120310021,26,16,42
120310022,14,11,25
120310023,7,9,16
120310024,4,9,13
120310025,2,1,3
120310028,4,5,9
120310029,2,0,2
120310101,0,2,2
120310102,1,0,1
120310103,3,1,4
120310104,5,2,7
120310105,2,1,3
120310107,1,1,2
120310111,6,0,6
120310112,1,0,1
120310114,1,0,1
120310115,2,0,2
120310116,2,2,4
120310118,2,1,3
120310119,2,2,4
120310120,9,0,9
120310121,3,1,4
120310122,3,0,3
120310123,2,1,3
120310124,0,1,1
120310125,1,0,1
120310126,0,5,5
120310127,3,2,5
120310128,0,1,1
120310130,15,36,51
120310131,6,8,14
120310132,15,16,31
120310133,2,0,2
120310134,8,3,11
120310135,10,3,13
120310136,0,1,1
120310137,5,4,9
120310138,0,2,2
120310139,21,37,58
120310140,9,10,19
120310141,9,13,22
120310142,26,41,67
120310143,55,45,100
120310144,159,284,443
120310145,4,3,7
120310146,19,6,25
120310147,6,2,8
120310148,2,0,2
120310149,11,10,21
120310150,2,0,2
120310152,2,0,2
120310153,4,2,6
120310154,3,2,5
120310155,1,1,2
120310156,6,10,16
120310157,10,7,17
120310158,10,17,27
120310159,61,77,138
120310160,23,102,125
120310161,15,57,72
120310162,0,8,8
120310164,12,22,34
120310165,17,39,56
120310166,21,14,35
120310167,53,45,98
120310168,49,60,109
120310306,1,1,2
120330001,0,9,9
120330002,3,0,3
120330004,1,3,4
120330005,9,19,28
120330006,0,2,2
120330007,1,3,4
120330008,8,13,21
120330009,8,8,16
120330010,16,39,55
120330011,37,48,85
120330012,67,99,166
120330013,14,30,44
120330014,5,3,8
120330015,0,3,3
120330016,2,1,3
120330017,1,0,1
120330018,6,68,74
120330019,0,1,1
120330021,0,1,1
120330022,1,0,1
120330023,9,15,24
120330024,10,19,29
120330025,5,7,12
120330026,25,45,70
120330027,14,8,22
120330028,14,17,31
120330029,0,1,1
120330030,3,0,3
120330031,1,0,1
120330032,8,7,15
120330033,7,7,14
120330034,1,1,2
120330035,35,110,145
120330036,28,34,62
120330038,1,0,1
120330039,0,1,1
120330040,3,1,4
120330109,0,2,2
120350801,1,0,1
120359601,14,13,27
120359602,8,10,18
120359603,10,24,34
120370101,0,1,1
120379701,2,1,3
120379702,1,0,1
120379703,8,4,12
120390201,1,1,2
120390204,7,15,22
120390205,6,1,7
120390207,9,4,13
120410022,0,1,1
120419502,3,0,3
120439502,2,0,2
120439603,0,1,1
120459601,3,0,3
120459602,12,2,14
120459603,2,3,5
120479801,6,1,7
120479802,0,1,1
120499702,1,0,1
120499703,1,1,2
120499704,8,2,10
120519601,5,2,7
120519602,3,3,6
120519604,7,3,10
120530001,0,3,3
120530002,3,5,8
120530003,0,3,3
120530004,1,1,2
120530005,10,16,26
120530006,1,1,2
120530007,15,31,46
120530008,3,2,5
120530009,19,21,40
120530010,11,9,20
120530011,1,2,3
120530012,6,1,7
120530013,12,13,25
120530014,4,2,6
120530015,10,15,25
120530016,3,2,5
120559601,4,8,12
120559602,4,2,6
120559603,1,6,7
120559604,6,8,14
120559605,22,18,40
120559606,4,4,8
120559607,0,4,4
120559608,4,8,12
120559609,0,1,1
120559610,0,1,1
120559611,6,3,9
120559612,5,14,19
120559613,4,4,8
120559614,3,2,5
120559616,4,4,8
120559617,4,4,8
120570001,2,14,16
120570002,2,2,4
120570003,2,0,2
120570004,4,4,8
120570005,2,1,3
120570006,1,0,1
120570007,0,1,1
120570008,2,0,2
120570009,3,2,5
120570010,1,0,1
120570011,0,1,1
120570012,2,3,5
120570013,1,2,3
120570014,1,5,6
120570015,1,1,2
120570017,1,2,3
120570018,2,0,2
120570019,1,0,1
120570022,1,1,2
120570023,2,4,6
120570024,9,16,25
120570025,29,93,122
120570026,4,4,8
120570027,40,62,102
120570028,1,12,13
120570029,0,1,1
120570030,1,0,1
120570031,1,0,1
120570032,1,0,1
120570036,0,2,2
120570037,1,0,1
120570038,1,0,1
120570039,0,2,2
120570040,2,4,6
120570042,1,0,1
120570044,0,5,5
120570045,2,0,2
120570046,8,35,43
120570047,4,2,6
120570048,2,4,6
120570049,13,14,27
120570050,2,3,5
120570051,18,47,65
120570053,1,0,1
120570054,43,81,124
120570055,13,58,71
120570057,21,69,90
120570058,11,19,30
120570059,22,48,70
120570060,10,26,36
120570061,32,59,91
120570062,5,6,11
120570063,7,10,17
120570064,6,13,19
120570065,12,12,24
120570066,2,1,3
120570067,9,31,40
120570068,8,17,25
120570069,7,5,12
120570070,2,1,3
120570071,9,9,18
120570073,2,5,7
120570101,6,4,10
120570102,53,89,142
120570103,4,4,8
120570104,2,12,14
120570105,3,3,6
120570106,5,3,8
120570107,25,22,47
120570108,81,161,242
120570109,25,107,132
120570110,88,183,271
120570111,31,30,61
120570112,17,19,36
120570113,34,72,106
120570114,52,74,126
120570115,62,98,160
120570116,35,48,83
120570117,30,29,59
120570118,11,3,14
120570119,33,43,76
120570120,0,1,1
120570121,6,28,34
120570122,9,16,25
120570123,4,7,11
120570125,10,12,22
120570126,8,0,8
120570127,16,12,28
120570129,1,1,2
120570130,0,3,3
120570132,19,21,40
120570133,83,92,175
120570134,29,30,59
120570135,2,2,4
120570136,0,1,1
120570137,9,7,16
120570138,2,1,3
120570139,10,5,15
120570140,32,43,75
120570141,9,10,19
120570320,2,1,3
120599602,1,0,1
120599604,5,4,9
120610501,2,6,8
120610502,8,20,28
120610503,28,68,96
120610504,10,38,48
120610505,33,97,130
120610506,7,8,15
120610507,10,20,30
120610508,28,18,46
120610509,2,1,3
120639803,7,1,8
120639804,1,0,1
120639805,14,11,25
120639806,3,2,5
120639807,8,8,16
120639808,4,0,4
120639809,1,1,2
120639810,1,0,1
120659801,4,1,5
120659802,0,1,1
120679602,2,1,3
120690301,3,6,9
120690302,32,44,76
120690303,9,15,24
120690304,8,13,21
120690305,7,16,23
120690306,19,30,49
120690307,18,24,42
120690308,13,25,38
120690309,18,33,51
120690310,2,2,4
120690311,11,10,21
120690312,6,4,10
120690313,23,19,42
120699901,2,1,3
120710001,0,1,1
120710002,1,0,1
120710003,3,1,4
120710004,1,0,1
120710005,0,1,1
120710007,1,3,4
120710008,3,26,29
120710009,7,14,21
120710010,6,4,10
120710011,19,131,150
120710012,16,24,40
120710013,7,8,15
120710014,23,60,83
120710015,12,41,53
120710016,13,16,29
120710017,34,52,86
120710018,18,40,58
120710019,68,66,134
120710101,5,3,8
120710102,2,1,3
120710103,32,34,66
120710104,12,18,30
120710105,7,3,10
120710106,3,6,9
120710107,14,8,22
120710108,13,13,26
120710201,4,4,8
120710202,0,2,2
120710203,1,0,1
120710204,1,5,6
120710205,1,0,1
120710206,2,3,5
120710207,3,0,3
120710208,2,2,4
120710301,1,2,3
120710302,3,6,9
120710303,0,4,4
120710401,37,47,84
120710402,2,3,5
120710403,12,8,20
120710501,11,16,27
120710502,8,2,10
120710503,23,48,71
120710504,0,2,2
120710506,13,9,22
120710601,0,2,2
120710602,3,1,4
120710603,1,2,3
120710701,3,4,7
120710702,5,3,8
120710801,0,1,1
120710802,22,62,84
120710901,3,6,9
120730001,2,6,8
120730002,16,11,27
120730003,4,7,11
120730004,3,1,4
120730007,1,2,3
120730008,6,7,13
120730009,85,96,181
120730011,1,2,3
120730013,0,1,1
120730014,1,1,2
120730015,2,4,6
120730016,7,5,12
120730017,21,39,60
120730019,1,3,4
120730020,5,1,6
120730021,0,2,2
120730022,6,5,11
120730023,3,8,11
120730024,89,116,205
120730025,38,55,93
120730026,1,1,2
120730027,1,0,1
120759502,1,1,2
120759701,2,0,2
120759702,3,0,3
120759703,1,0,1
120759704,1,3,4
120759705,5,2,7
120759706,1,1,2
120759707,2,3,5
120759803,0,4,4
120799801,1,0,1
120799901,1,0,1
120799903,7,3,10
120810001,24,62,86
120810002,1,1,2
120810003,9,9,18
120810004,40,120,160
120810005,15,12,27
120810006,1,1,2
120810007,8,0,8
120810008,29,40,69
120810009,7,4,11
120810010,1,3,4
120810011,19,38,57
120810012,40,63,103
120810013,8,4,12
120810014,5,3,8
120810015,0,1,1
120810016,0,1,1
120810017,6,19,25
120810018,11,13,24
120810019,5,9,14
120810020,31,31,62
120810027,0,1,1
120830001,2,2,4
120830002,2,1,3
120830003,2,3,5
120830004,1,2,3
120830005,1,0,1
120830007,5,4,9
120830008,0,3,3
120830009,1,1,2
120830010,8,5,13
120830011,6,3,9
120830012,3,3,6
120830013,0,1,1
120830014,1,3,4
120830015,1,2,3
120830016,5,2,7
120830017,1,0,1
120830018,0,3,3
120830019,27,86,113
120830020,2,8,10
120830021,23,19,42
120830022,10,9,19
120830023,29,47,76
120830024,43,84,127
120830025,5,9,14
120830026,6,7,13
120830027,12,9,21
120830304,0,1,1
120850001,9,25,34
120850002,2,1,3
120850003,16,4,20
120850004,11,18,29
120850005,10,22,32
120850006,50,61,111
120850007,4,12,16
120850008,21,53,74
120850009,16,18,34
120850010,6,16,22
120850011,6,13,19
120850013,6,18,24
120850014,20,18,38
120850015,1,2,3
120850016,6,19,25
120850017,3,1,4
120850018,1,3,4
120860001,160,268,428
120860002,78,114,192
120860003,23,15,38
120860004,6,4,10
120860005,5,2,7
120860006,52,58,110
120860007,57,45,102
120860008,10,8,18
120860009,2,1,3
120860010,11,31,42
120860011,15,29,44
120860012,28,59,87
120860013,7,10,17
120860014,2,1,3
120860015,2,0,2
120860016,9,7,16
120860017,0,1,1
120860018,2,1,3
120860019,9,2,11
120860020,6,1,7
120860021,6,11,17
120860022,9,6,15
120860023,2,2,4
120860024,2,5,7
120860025,1,3,4
120860026,1,0,1
120860027,31,49,80
120860028,0,2,2
120860030,88,313,401
120860031,0,2,2
120860034,1,0,1
120860036,34,192,226
120860037,8,12,20
120860038,55,101,156
120860039,104,178,282
120860040,90,238,328
120860041,51,93,144
120860042,34,55,89
120860043,10,24,34
120860044,32,54,86
120860045,5,10,15
120860046,39,89,128
120860047,18,22,40
120860048,4,3,7
120860049,11,25,36
120860050,8,5,13
120860051,11,9,20
120860052,8,6,14
120860053,16,11,27
120860054,24,18,42
120860055,34,22,56
120860056,17,27,44
120860057,19,19,38
120860058,15,29,44
120860059,18,30,48
120860060,45,80,125
120860061,61,96,157
120860062,64,115,179
120860063,17,21,38
120860064,21,20,41
120860065,24,24,48
120860066,20,17,37
120860067,78,161,239
120860068,55,148,203
120860069,26,36,62
120860070,16,27,43
120860071,13,21,34
120860072,4,2,6
120860073,14,49,63
120860074,54,77,131
120860075,32,59,91
120860076,112,199,311
120860077,47,100,147
120860078,87,213,300
120860079,23,64,87
120860080,26,53,79
120860081,36,69,105
120860082,65,86,151
120860083,31,37,68
120860084,191,323,514
120860085,29,45,74
120860086,30,22,52
120860087,11,3,14
120860088,66,55,121
120860089,74,60,134
120860090,134,176,310
120860091,26,70,96
120860092,1,3,4
120860093,101,110,211
120860094,1,1,2
120860095,3,3,6
120860096,5,5,10
120860097,38,70,108
120860098,19,19,38
120860099,4,7,11
120860100,10,2,12
120860101,378,346,724
120860102,2,6,8
120860103,3,7,10
120860106,11,16,27
120860107,2,0,2
120860108,1,1,2
120860109,0,2,2
120860110,1,0,1
120860111,13,6,19
120860112,17,7,24
120860113,1,0,1
120860114,3,2,5
120860115,3,1,4
120879702,6,7,13
120879703,12,12,24
120879704,3,2,5
120879705,1,5,6
120879706,5,1,6
120879707,2,2,4
120879708,11,21,32
120879709,2,7,9
120879710,1,7,8
120879711,7,9,16
120879712,5,13,18
120879713,3,2,5
120879714,5,3,8
120879715,5,12,17
120879716,3,3,6
120879717,2,2,4
120879718,2,13,15
120879719,5,8,13
120879720,6,8,14
120879721,8,17,25
120879723,1,3,4
120879724,3,3,6
120879725,6,12,18
120879726,4,2,6
120890501,18,17,35
120890502,12,27,39
120890503,4,3,7
120890505,2,0,2
120910201,1,0,1
120910203,3,4,7
120910204,1,0,1
120910205,6,4,10
120910206,5,1,6
120910207,14,9,23
120910208,5,2,7
120910209,14,15,29
120910210,26,31,57
120910211,3,6,9
120910212,12,5,17
120910213,1,0,1
120910214,7,14,21
120910215,10,21,31
120910216,1,6,7
120910217,6,4,10
120910218,27,52,79
120910219,4,5,9
120910220,4,4,8
120910221,0,1,1
120910222,1,2,3
120910223,1,1,2
120910224,4,4,8
120910225,2,6,8
120910226,3,0,3
120910227,1,1,2
120910229,2,1,3
120910230,2,3,5
120910231,0,5,5
120910232,2,4,6
120910233,16,40,56
120939901,2,0,2
120939902,4,2,6
120939903,10,13,23
120939905,2,7,9
120939906,3,6,9
120950101,4,29,33
120950102,11,32,43
120950103,4,8,12
120950105,1,1,2
120950106,3,1,4
120950107,13,20,33
120950108,4,22,26
120950109,11,10,21
120950110,2,2,4
120950111,5,2,7
120950112,4,11,15
120950113,20,68,88
120950114,65,152,217
120950117,2,0,2
120950118,0,1,1
120950119,1,2,3
120950120,4,2,6
120950121,6,1,7
120950122,1,2,3
120950123,9,2,11
120950124,2,4,6
120950125,3,2,5
120950126,6,0,6
120950127,36,66,102
120950128,18,51,69
120950129,18,8,26
120950130,2,1,3
120950131,0,2,2
120950132,3,1,4
120950133,5,6,11
120950134,5,8,13
120950135,14,11,25
120950136,32,10,42
120950137,10,3,13
120950138,4,5,9
120950139,32,35,67
120950140,11,12,23
120950141,11,18,29
120950142,1,1,2
120950143,6,3,9
120950144,1,0,1
120950145,4,2,6
120950146,7,8,15
120950147,30,27,57
120950148,103,114,217
120950149,5,4,9
120950150,2,1,3
120950151,3,9,12
120950152,23,45,68
120950153,0,6,6
120950154,11,20,31
120950155,10,49,59
120950156,5,8,13
120950157,11,26,37
120950158,10,33,43
120950159,10,64,74
120950160,14,41,55
120950161,7,21,28
120950162,11,8,19
120950163,31,22,53
120950164,26,26,52
120950165,19,8,27
120950166,0,1,1
120950167,47,51,98
120950168,8,4,12
120950169,5,21,26
120950170,60,46,106
120950171,64,106,170
120950173,8,6,14
120950174,5,2,7
120950175,7,3,10
120950176,1,1,2
120950177,8,1,9
120950178,16,9,25
120950179,2,5,7
120950216,4,1,5
120950222,1,0,1
120970401,16,21,37
120970402,14,16,30
120970403,40,43,83
120970404,8,8,16
120970405,20,15,35
120970406,1,1,2
120990001,19,10,29
120990002,46,97,143
120990003,28,69,97
120990004,27,32,59
120990005,28,49,77
120990006,4,6,10
120990007,16,22,38
120990008,27,72,99
120990009,23,43,66
120990010,26,32,58
120990011,4,4,8
120990012,5,2,7
120990013,1,1,2
120990014,21,75,96
120990015,6,5,11
120990016,3,7,10
120990017,10,9,19
120990018,14,30,44
120990019,41,55,96
120990020,2,5,7
120990021,3,2,5
120990023,36,115,151
120990025,0,1,1
120990026,1,1,2
120990027,5,9,14
120990028,2,1,3
120990029,0,1,1
120990030,1,0,1
120990031,3,4,7
120990032,1,1,2
120990033,1,0,1
120990034,7,6,13
120990035,19,74,93
120990036,10,8,18
120990037,0,3,3
120990038,4,7,11
120990039,2,2,4
120990040,4,4,8
120990041,6,9,15
120990042,8,11,19
120990043,11,13,24
120990044,3,1,4
120990045,7,12,19
120990046,1,3,4
120990047,5,5,10
120990048,35,46,81
120990049,27,96,123
120990050,2,0,2
120990052,4,2,6
120990053,10,6,16
120990054,11,44,55
120990055,3,3,6
120990056,2,0,2
120990057,1,2,3
120990058,8,7,15
120990059,123,173,296
120990060,41,54,95
120990061,1,1,2
120990062,13,8,21
120990063,21,30,51
120990064,9,20,29
120990065,3,13,16
120990066,16,15,31
120990067,0,2,2
120990069,35,44,79
120990070,98,243,341
120990072,16,22,38
120990073,10,34,44
120990074,44,90,134
120990075,19,45,64
120990076,136,285,421
120990077,230,302,532
120990078,81,97,178
120990079,11,13,24
120990080,2,2,4
120990082,12,7,19
121010014,1,0,1
121010110,1,0,1
121010301,1,4,5
121010302,5,9,14
121010303,6,21,27
121010304,9,20,29
121010305,3,0,3
121010306,8,6,14
121010307,1,3,4
